systematic_id	chromosome	primary_name	category	merged_into
SPNCRNA.2571	I		added	
SPNCRNA.2572	I		added	
SPNCRNA.2573	I		added	
SPNCRNA.2574	I		added	
SPNCRNA.2575	I		added	
SPNCRNA.2576	I		added	
SPNCRNA.2577	I		added	
SPNCRNA.2578	I		added	
SPNCRNA.2579	I		added	
SPNCRNA.258	I		added_and_changed	
SPNCRNA.2580	I		added	
SPNCRNA.2581	I		added	
SPNCRNA.2582	I		added	
SPNCRNA.2583	I		added	
SPNCRNA.2584	I		added	
SPNCRNA.2585	I		added	
SPNCRNA.2586	I		added	
SPNCRNA.2587	I		added	
SPNCRNA.2588	I		added	
SPNCRNA.2589	I		added	
SPNCRNA.2590	I		added	
SPNCRNA.2591	I		added	
SPNCRNA.2592	I		added	
SPNCRNA.2593	I		added	
SPNCRNA.2594	I		added	
SPNCRNA.2595	I		added	
SPNCRNA.2596	I		added	
SPNCRNA.2597	I		added	
SPNCRNA.2598	I		added	
SPNCRNA.2599	I		added	
SPNCRNA.26	II	prl26	added_and_changed	
SPNCRNA.260	I		added_and_changed	
SPNCRNA.2600	I		added	
SPNCRNA.2601	I		added	
SPNCRNA.2602	I		added	
SPNCRNA.2603	I		added	
SPNCRNA.2604	I		added	
SPNCRNA.2605	I		added	
SPNCRNA.2606	I		added	
SPNCRNA.2607	I		added	
SPNCRNA.2608	I		added	
SPNCRNA.2609	I		added	
SPNCRNA.261	I		added_and_changed	
SPNCRNA.2610	I		added	
SPNCRNA.2611	I		added	
SPNCRNA.2612	I		added	
SPNCRNA.2613	I		added	
SPNCRNA.2614	I		added	
SPNCRNA.2615	I		added	
SPNCRNA.2616	I		added	
SPNCRNA.2617	I		added	
SPNCRNA.2618	I		added	
SPNCRNA.2619	I		added	
SPNCRNA.2620	I		added	
SPNCRNA.2621	I		added	
SPNCRNA.2622	I		added	
SPNCRNA.2623	I		added	
SPNCRNA.2624	I		added	
SPNCRNA.2625	I		added	
SPNCRNA.2626	I		added	
SPNCRNA.2627	I		added	
SPNCRNA.2628	I		added	
SPNCRNA.2629	I		added	
SPNCRNA.263	I		added_and_changed	
SPNCRNA.2630	I		added	
SPNCRNA.2631	I		added	
SPNCRNA.2632	I		added	
SPNCRNA.2633	I		added	
SPNCRNA.2634	I		added	
SPNCRNA.2635	I		added	
SPNCRNA.2636	I		added	
SPNCRNA.2637	I		added	
SPNCRNA.2638	I		added	
SPNCRNA.2639	I		added	
SPNCRNA.264	I		added_and_changed	
SPNCRNA.2640	I		added	
SPNCRNA.2641	I		added	
SPNCRNA.2642	I		added	
SPNCRNA.2643	I		added	
SPNCRNA.2644	I		added	
SPNCRNA.2645	I		added	
SPNCRNA.2646	I		added	
SPNCRNA.2647	I		added	
SPNCRNA.2648	I		added	
SPNCRNA.2649	I		added	
SPNCRNA.265	I		added_and_changed	
SPNCRNA.2650	I		added	
SPNCRNA.2651	I		added	
SPNCRNA.2652	I		added	
SPNCRNA.2653	I		added	
SPNCRNA.2654	I		added	
SPNCRNA.2655	I		added	
SPNCRNA.2656	I		added	
SPNCRNA.2657	I		added	
SPNCRNA.2658	I		added	
SPNCRNA.2659	I		added	
SPNCRNA.266	I		added_and_changed	
SPNCRNA.2660	I		added	
SPNCRNA.2661	I		added	
SPNCRNA.2662	I		added	
SPNCRNA.2663	I		added	
SPNCRNA.2664	I		added	
SPNCRNA.2665	I		added	
SPNCRNA.2666	I		added	
SPNCRNA.2667	I		added	
SPNCRNA.2668	I		added	
SPNCRNA.2669	I		added	
SPNCRNA.267	I		added_and_changed	
SPNCRNA.2670	I		added	
SPNCRNA.2671	I		added	
SPNCRNA.2672	I		added	
SPNCRNA.2673	I		added	
SPNCRNA.2674	I		added	
SPNCRNA.2675	I		added	
SPNCRNA.2676	I		added	
SPNCRNA.2677	I		added	
SPNCRNA.2678	I		added	
SPNCRNA.2679	I		added	
SPNCRNA.268	I		added_and_changed	
SPNCRNA.2680	I		added	
SPNCRNA.2681	I		added	
SPNCRNA.2682	I		added	
SPNCRNA.2683	I		added	
SPNCRNA.2684	I		added	
SPNCRNA.2685	I		added	
SPNCRNA.2686	I		added	
SPNCRNA.2687	I		added	
SPNCRNA.2688	I		added	
SPNCRNA.2689	I		added	
SPNCRNA.269	I		added_and_changed	
SPNCRNA.2690	I		added	
SPNCRNA.2691	I		added	
SPNCRNA.2692	I		added	
SPNCRNA.2693	I		added	
SPNCRNA.2694	I		added	
SPNCRNA.2695	I		added	
SPNCRNA.2696	I		added	
SPNCRNA.2697	I		added	
SPNCRNA.2698	I		added	
SPNCRNA.2699	I		added	
SPNCRNA.27	I	prl27	added_and_changed	
SPNCRNA.270	I		added_and_changed	
SPNCRNA.2700	I		added	
SPNCRNA.2701	I		added	
SPNCRNA.2702	I		added	
SPNCRNA.2703	I		added	
SPNCRNA.2704	I		added	
SPNCRNA.2705	I		added	
SPNCRNA.2706	I		added	
SPNCRNA.2707	I		added	
SPNCRNA.2708	I		added	
SPNCRNA.2709	I		added	
SPNCRNA.271	I		added_and_changed	
SPNCRNA.2710	I		added	
SPNCRNA.2711	I		added	
SPNCRNA.2712	I		added	
SPNCRNA.2713	I		added	
SPNCRNA.2714	I		added	
SPNCRNA.2715	I		added	
SPNCRNA.2716	I		added	
SPNCRNA.2717	I		added	
SPNCRNA.2718	I		added	
SPNCRNA.2719	I		added	
SPNCRNA.272	I		added_and_changed	
SPNCRNA.2720	I		added	
SPNCRNA.2721	I		added	
SPNCRNA.2722	I		added	
SPNCRNA.2723	I		added	
SPNCRNA.2724	I		added	
SPNCRNA.2725	I		added	
SPNCRNA.2726	I		added	
SPNCRNA.2727	I		added	
SPNCRNA.2728	I		added	
SPNCRNA.2729	I		added	
SPNCRNA.273	I		added_and_changed	
SPNCRNA.2730	I		added	
SPNCRNA.2731	I		added	
SPNCRNA.2732	I		added	
SPNCRNA.2733	I		added	
SPNCRNA.2734	I		added	
SPNCRNA.2735	I		added	
SPNCRNA.2736	I		added	
SPNCRNA.2737	I		added	
SPNCRNA.2738	I		added	
SPNCRNA.2739	I		added	
SPNCRNA.274	I		added_and_changed	
SPNCRNA.2740	I		added	
SPNCRNA.2741	I		added	
SPNCRNA.2742	I		added	
SPNCRNA.2743	I		added	
SPNCRNA.2744	I		added	
SPNCRNA.2745	I		added	
SPNCRNA.2746	I		added	
SPNCRNA.2747	I		added	
SPNCRNA.2748	I		added	
SPNCRNA.2749	I		added	
SPNCRNA.275	I		added_and_changed	
SPNCRNA.2750	I		added	
SPNCRNA.2751	I		added	
SPNCRNA.2752	I		added	
SPNCRNA.2753	I		added	
SPNCRNA.2754	I		added	
SPNCRNA.2755	I		added	
SPNCRNA.2756	I		added	
SPNCRNA.2757	I		added	
SPNCRNA.2758	I		added	
SPNCRNA.2759	I		added	
SPNCRNA.276	I		added_and_changed	
SPNCRNA.2760	I		added	
SPNCRNA.2761	I		added	
SPNCRNA.2762	I		added	
SPNCRNA.2763	I		added	
SPNCRNA.2764	I		added	
SPNCRNA.2765	I		added	
SPNCRNA.2766	I		added	
SPNCRNA.2767	I		added	
SPNCRNA.2768	I		added	
SPNCRNA.2769	I		added	
SPNCRNA.277	I		added_and_changed	
SPNCRNA.2770	I		added	
SPNCRNA.2771	I		added	
SPNCRNA.2772	I		added	
SPNCRNA.2773	I		added	
SPNCRNA.2774	I		added	
SPNCRNA.2775	I		added	
SPNCRNA.2776	I		added	
SPNCRNA.2777	I		added	
SPNCRNA.2778	I		added	
SPNCRNA.2779	I		added	
SPNCRNA.278	I		added_and_changed	
SPNCRNA.2780	I		added	
SPNCRNA.2781	I		added	
SPNCRNA.2782	I		added	
SPNCRNA.2783	I		added	
SPNCRNA.2784	I		added	
SPNCRNA.2785	I		added	
SPNCRNA.2786	I		added	
SPNCRNA.2787	I		added	
SPNCRNA.2788	I		added	
SPNCRNA.2789	I		added	
SPNCRNA.279	I		added_and_changed	
SPNCRNA.2790	I		added	
SPNCRNA.2791	I		added	
SPNCRNA.2792	I		added	
SPNCRNA.2793	I		added	
SPNCRNA.2794	I		added	
SPNCRNA.2795	I		added	
SPNCRNA.2796	I		added	
SPNCRNA.2797	I		added	
SPNCRNA.2798	I		added	
SPNCRNA.2799	I		added	
SPNCRNA.28	I	prl28	added_and_changed	
SPNCRNA.280	I		added_and_changed	
SPNCRNA.2800	I		added	
SPNCRNA.2801	I		added	
SPNCRNA.2802	I		added	
SPNCRNA.2803	I		added	
SPNCRNA.2804	I		added	
SPNCRNA.2805	I		added	
SPNCRNA.2806	I		added	
SPNCRNA.2807	I		added	
SPNCRNA.2808	I		added	
SPNCRNA.2809	I		added	
SPNCRNA.281	I		added_and_changed	
SPNCRNA.2810	I		added	
SPNCRNA.2811	I		added	
SPNCRNA.2812	I		added	
SPNCRNA.2813	I		added	
SPNCRNA.2814	I		added	
SPNCRNA.2815	I		added	
SPNCRNA.2816	I		added	
SPNCRNA.2817	I		added	
SPNCRNA.2818	I		added	
SPNCRNA.2819	I		added	
SPNCRNA.282	I		added_and_changed	
SPNCRNA.2820	I		added	
SPNCRNA.2821	I		added	
SPNCRNA.2822	I		added	
SPNCRNA.2823	I		added	
SPNCRNA.2824	I		added	
SPNCRNA.2825	I		added	
SPNCRNA.2826	I		added	
SPNCRNA.2827	I		added	
SPNCRNA.2828	I		added	
SPNCRNA.2829	I		added	
SPNCRNA.283	I		added_and_changed	
SPNCRNA.2830	I		added	
SPNCRNA.2831	I		added	
SPNCRNA.2832	I		added	
SPNCRNA.2833	I		added	
SPNCRNA.2834	I		added	
SPNCRNA.2835	I		added	
SPNCRNA.2836	I		added	
SPNCRNA.2837	I		added	
SPNCRNA.2838	I		added	
SPNCRNA.2839	I		added	
SPNCRNA.284	I		added_and_changed	
SPNCRNA.2840	I		added	
SPNCRNA.2841	I		added	
SPNCRNA.2842	I		added	
SPNCRNA.2843	I		added	
SPNCRNA.2844	I		added	
SPNCRNA.2845	I		added	
SPNCRNA.2846	I		added	
SPNCRNA.2847	I		added	
SPNCRNA.2848	I		added	
SPNCRNA.2849	I		added	
SPNCRNA.2850	I		added	
SPNCRNA.2851	I		added	
SPNCRNA.2852	I		added	
SPNCRNA.2853	I		added	
SPNCRNA.2854	I		added	
SPNCRNA.2855	I		added	
SPNCRNA.2856	I		added	
SPNCRNA.2857	I		added	
SPNCRNA.2858	I		added	
SPNCRNA.2859	I		added	
SPNCRNA.286	I		added_and_changed	
SPNCRNA.2860	I		added	
SPNCRNA.2861	I		added	
SPNCRNA.2862	I		added	
SPNCRNA.2863	I		added	
SPNCRNA.2864	I		added	
SPNCRNA.2865	I		added	
SPNCRNA.2866	I		added	
SPNCRNA.2867	I		added	
SPNCRNA.2868	I		added	
SPNCRNA.2869	I		added	
SPNCRNA.287	II		added_and_changed	
SPNCRNA.2870	I		added	
SPNCRNA.2871	I		added	
SPNCRNA.2872	I		added	
SPNCRNA.2873	I		added	
SPNCRNA.2874	I		added	
SPNCRNA.2875	I		added	
SPNCRNA.2876	I		added	
SPNCRNA.2877	I		added	
SPNCRNA.2878	I		added	
SPNCRNA.2879	I		added	
SPNCRNA.288	II		added_and_removed	
SPNCRNA.2880	I		added	
SPNCRNA.2881	I		added	
SPNCRNA.2882	I		added	
SPNCRNA.2883	I		added	
SPNCRNA.2884	I		added	
SPNCRNA.2885	I		added	
SPNCRNA.2886	I		added	
SPNCRNA.2887	I		added	
SPNCRNA.2888	I		added	
SPNCRNA.2889	I		added	
SPNCRNA.289	II		added_changed_and_merged	SPNCRNA.1303
SPNCRNA.2890	I		added	
SPNCRNA.2891	I		added	
SPNCRNA.2892	I		added	
SPNCRNA.2893	I		added	
SPNCRNA.2894	I		added	
SPNCRNA.2895	I		added	
SPNCRNA.2896	I		added	
SPNCRNA.2897	I		added	
SPNCRNA.2898	I		added	
SPNCRNA.2899	I		added	
SPNCRNA.29	III	meu19	added_and_changed	
SPNCRNA.290	II		added_and_changed	
SPNCRNA.2900	I		added	
SPNCRNA.2901	I		added	
SPNCRNA.2902	I		added	
SPNCRNA.2903	I		added	
SPNCRNA.2904	I		added	
SPNCRNA.2905	I		added	
SPNCRNA.2906	I		added	
SPNCRNA.2907	I		added	
SPNCRNA.2908	I		added	
SPNCRNA.2909	I		added	
SPNCRNA.291	II		added_and_changed	
SPNCRNA.2910	I		added	
SPNCRNA.2911	I		added	
SPNCRNA.2912	I		added	
SPNCRNA.2913	I		added	
SPNCRNA.2914	I		added	
SPNCRNA.2915	I		added	
SPNCRNA.2916	I		added	
SPNCRNA.2917	I		added	
SPNCRNA.2918	I		added	
SPNCRNA.2919	I		added	
SPNCRNA.292	II		added_and_changed	
SPNCRNA.2920	I		added	
SPNCRNA.2921	I		added	
SPNCRNA.2922	I		added	
SPNCRNA.2923	I		added	
SPNCRNA.2924	I		added	
SPNCRNA.2925	I		added	
SPNCRNA.2926	I		added	
SPNCRNA.2927	I		added	
SPNCRNA.2928	I		added	
SPNCRNA.2929	I		added	
SPNCRNA.293	II		added_and_changed	
SPNCRNA.2930	I		added	
SPNCRNA.2931	I		added	
SPNCRNA.2932	I		added	
SPNCRNA.2933	I		added	
SPNCRNA.2934	I		added	
SPNCRNA.2935	I		added	
SPNCRNA.2936	I		added	
SPNCRNA.2937	I		added	
SPNCRNA.2938	I		added	
SPNCRNA.2939	I		added	
SPNCRNA.294	II		added_and_changed	
SPNCRNA.2940	I		added	
SPNCRNA.2941	I		added	
SPNCRNA.2942	I		added	
SPNCRNA.2943	I		added	
SPNCRNA.2944	I		added	
SPNCRNA.2945	I		added	
SPNCRNA.2946	I		added	
SPNCRNA.2947	I		added	
SPNCRNA.2948	I		added	
SPNCRNA.2949	I		added	
SPNCRNA.2950	I		added	
SPNCRNA.2951	I		added	
SPNCRNA.2952	I		added	
SPNCRNA.2953	I		added	
SPNCRNA.2954	I		added	
SPNCRNA.2955	I		added	
SPNCRNA.2956	I		added	
SPNCRNA.2957	I		added	
SPNCRNA.2958	I		added	
SPNCRNA.2959	I		added	
SPNCRNA.296	II		added_and_changed	
SPNCRNA.2960	I		added	
SPNCRNA.2961	I		added	
SPNCRNA.2962	I		added	
SPNCRNA.2963	I		added	
SPNCRNA.2964	I		added	
SPNCRNA.2965	I		added	
SPNCRNA.2966	I		added	
SPNCRNA.2967	I		added	
SPNCRNA.2968	I		added	
SPNCRNA.2969	I		added	
SPNCRNA.297	II		added_and_changed	
SPNCRNA.2970	I		added	
SPNCRNA.2971	I		added	
SPNCRNA.2972	I		added	
SPNCRNA.2973	I		added	
SPNCRNA.2974	I		added	
SPNCRNA.2975	I		added	
SPNCRNA.2976	I		added	
SPNCRNA.2977	I		added	
SPNCRNA.2978	I		added	
SPNCRNA.2979	I		added	
SPNCRNA.298	II		added_and_changed	
SPNCRNA.2980	I		added	
SPNCRNA.2981	I		added	
SPNCRNA.2982	I		added	
SPNCRNA.2983	I		added	
SPNCRNA.2984	I		added	
SPNCRNA.2985	I		added	
SPNCRNA.2986	I		added	
SPNCRNA.2987	I		added	
SPNCRNA.2988	I		added	
SPNCRNA.2989	I		added	
SPNCRNA.299	II		added_and_changed	
SPNCRNA.2990	I		added	
SPNCRNA.2991	I		added	
SPNCRNA.2992	I		added	
SPNCRNA.2993	I		added	
SPNCRNA.2994	I		added	
SPNCRNA.2995	I		added	
SPNCRNA.2996	I		added	
SPNCRNA.2997	I		added	
SPNCRNA.2998	I		added	
SPNCRNA.2999	I		added	
SPNCRNA.30	I		added_and_changed	
SPNCRNA.300	II		added_and_changed	
SPNCRNA.3000	I		added	
SPNCRNA.3001	I		added	
SPNCRNA.3002	I		added	
SPNCRNA.3003	I		added	
SPNCRNA.3004	I		added	
SPNCRNA.3005	I		added	
SPNCRNA.3006	I		added	
SPNCRNA.3007	I		added	
SPNCRNA.3008	I		added	
SPNCRNA.3009	I		added	
SPNCRNA.301	II		added_and_changed	
SPNCRNA.3010	I		added	
SPNCRNA.3011	I		added	
SPNCRNA.3012	I		added	
SPNCRNA.3013	I		added	
SPNCRNA.3014	I		added	
SPNCRNA.3015	I		added	
SPNCRNA.3016	I		added	
SPNCRNA.3017	I		added	
SPNCRNA.3018	I		added	
SPNCRNA.3019	I		added	
SPNCRNA.3020	I		added	
SPNCRNA.3021	I		added	
SPNCRNA.3022	I		added	
SPNCRNA.3023	I		added	
SPNCRNA.3024	I		added	
SPNCRNA.3025	I		added	
SPNCRNA.3026	I		added	
SPNCRNA.3027	I		added	
SPNCRNA.3028	I		added	
SPNCRNA.3029	I		added	
SPNCRNA.3030	I		added	
SPNCRNA.3031	I		added	
SPNCRNA.3032	I		added	
SPNCRNA.3033	I		added	
SPNCRNA.3034	I		added	
SPNCRNA.3035	I		added	
SPNCRNA.3036	I		added	
SPNCRNA.3037	I		added	
SPNCRNA.3038	I		added	
SPNCRNA.3039	I		added	
SPNCRNA.304	II		added_and_changed	
SPNCRNA.3040	I		added	
SPNCRNA.3041	I		added	
SPNCRNA.3042	I		added	
SPNCRNA.3043	I		added	
SPNCRNA.3044	I		added	
SPNCRNA.3045	I		added	
SPNCRNA.3046	I		added	
SPNCRNA.3047	I		added	
SPNCRNA.3048	I		added	
SPNCRNA.3049	I		added	
SPNCRNA.305	II		added_and_changed	
SPNCRNA.3050	I		added	
SPNCRNA.3051	I		added	
SPNCRNA.3052	I		added	
SPNCRNA.3053	I		added	
SPNCRNA.3054	I		added	
SPNCRNA.3055	I		added	
SPNCRNA.3056	I		added	
SPNCRNA.3057	I		added	
SPNCRNA.3058	I		added	
SPNCRNA.3059	I		added	
SPNCRNA.306	I		added_and_changed	
SPNCRNA.3060	I		added	
SPNCRNA.3061	I		added	
SPNCRNA.3062	I		added	
SPNCRNA.3063	I		added	
SPNCRNA.3064	I		added	
SPNCRNA.3065	I		added	
SPNCRNA.3066	I		added	
SPNCRNA.3067	I		added	
SPNCRNA.3068	I		added	
SPNCRNA.3069	I		added	
SPNCRNA.307	II		added_and_changed	
SPNCRNA.3070	I		added	
SPNCRNA.3071	I		added	
SPNCRNA.3072	I		added	
SPNCRNA.3073	I		added	
SPNCRNA.3074	I		added	
SPNCRNA.3075	I		added	
SPNCRNA.3076	I		added	
SPNCRNA.3077	I		added	
SPNCRNA.3078	I		added	
SPNCRNA.3079	I		added	
SPNCRNA.308	II		added_and_removed	
SPNCRNA.3080	I		added	
SPNCRNA.3081	I		added	
SPNCRNA.3082	I		added	
SPNCRNA.3083	I		added	
SPNCRNA.3084	I		added	
SPNCRNA.3085	I		added	
SPNCRNA.3086	I		added	
SPNCRNA.3087	I		added	
SPNCRNA.3088	I		added	
SPNCRNA.3089	I		added	
SPNCRNA.3090	I		added	
SPNCRNA.3091	I		added	
SPNCRNA.3092	I		added	
SPNCRNA.3093	I		added	
SPNCRNA.3094	I		added	
SPNCRNA.3095	I		added	
SPNCRNA.3096	I		added	
SPNCRNA.3097	I		added	
SPNCRNA.3098	I		added	
SPNCRNA.3099	I		added	
SPNCRNA.31	I		added_and_changed	
SPNCRNA.310	I		added_and_changed	
SPNCRNA.3100	I		added	
SPNCRNA.3101	I		added	
SPNCRNA.3102	I		added	
SPNCRNA.3103	I		added	
SPNCRNA.3104	I		added	
SPNCRNA.3105	I		added	
SPNCRNA.3106	I		added	
SPNCRNA.3107	I		added	
SPNCRNA.3108	I		added	
SPNCRNA.3109	I		added	
SPNCRNA.311	I		added_and_changed	
SPNCRNA.3110	I		added	
SPNCRNA.3111	I		added	
SPNCRNA.3112	I		added	
SPNCRNA.3113	I		added	
SPNCRNA.3114	I		added	
SPNCRNA.3115	I		added	
SPNCRNA.3116	I		added	
SPNCRNA.3117	I		added	
SPNCRNA.3118	I		added	
SPNCRNA.3119	I		added	
SPNCRNA.312	II		added_and_changed	
SPNCRNA.3120	I		added	
SPNCRNA.3121	I		added	
SPNCRNA.3122	I		added	
SPNCRNA.3123	I		added	
SPNCRNA.3124	I		added	
SPNCRNA.3125	I		added	
SPNCRNA.3126	I		added	
SPNCRNA.3127	I		added	
SPNCRNA.3128	I		added	
SPNCRNA.3129	I		added	
SPNCRNA.313	II		added_and_changed	
SPNCRNA.3130	I		added	
SPNCRNA.3131	I		added	
SPNCRNA.3132	I		added	
SPNCRNA.3133	I		added	
SPNCRNA.3134	I		added	
SPNCRNA.3135	I		added	
SPNCRNA.3136	I		added	
SPNCRNA.3137	I		added	
SPNCRNA.3138	I		added	
SPNCRNA.3139	I		added	
SPNCRNA.314	II		added_and_removed	
SPNCRNA.3140	I		added	
SPNCRNA.3141	I		added	
SPNCRNA.3142	I		added	
SPNCRNA.3143	I		added	
SPNCRNA.3144	I		added	
SPNCRNA.3145	I		added	
SPNCRNA.3146	I		added	
SPNCRNA.3147	I		added	
SPNCRNA.3148	I		added	
SPNCRNA.3149	I		added	
SPNCRNA.315	II		added_and_changed	
SPNCRNA.3150	I		added	
SPNCRNA.3151	I		added	
SPNCRNA.3152	I		added	
SPNCRNA.3153	I		added	
SPNCRNA.3154	I		added	
SPNCRNA.3155	I		added	
SPNCRNA.3156	I		added	
SPNCRNA.3157	I		added	
SPNCRNA.3158	I		added	
SPNCRNA.3159	I		added	
SPNCRNA.316	II		added_and_changed	
SPNCRNA.3160	I		added	
SPNCRNA.3161	I		added	
SPNCRNA.3162	I		added	
SPNCRNA.3163	I		added	
SPNCRNA.3164	I		added	
SPNCRNA.3165	I		added	
SPNCRNA.3166	I		added	
SPNCRNA.3167	I		added	
SPNCRNA.3168	I		added	
SPNCRNA.3169	I		added	
SPNCRNA.317	II		added_and_changed	
SPNCRNA.3170	I		added	
SPNCRNA.3171	I		added	
SPNCRNA.3172	I		added	
SPNCRNA.3173	I		added	
SPNCRNA.3174	I		added	
SPNCRNA.3175	I		added	
SPNCRNA.3176	I		added	
SPNCRNA.3177	I		added	
SPNCRNA.3178	I		added	
SPNCRNA.3179	I		added	
SPNCRNA.318	II		added_and_changed	
SPNCRNA.3180	I		added	
SPNCRNA.3181	I		added	
SPNCRNA.3182	I		added	
SPNCRNA.3183	I		added	
SPNCRNA.3184	I		added	
SPNCRNA.3185	I		added	
SPNCRNA.3186	I		added	
SPNCRNA.3187	I		added	
SPNCRNA.3188	I		added	
SPNCRNA.3189	I		added	
SPNCRNA.319	II		added_and_changed	
SPNCRNA.3190	I		added	
SPNCRNA.3191	I		added	
SPNCRNA.3192	I		added	
SPNCRNA.3193	I		added	
SPNCRNA.3194	I		added	
SPNCRNA.3195	I		added	
SPNCRNA.3196	I		added	
SPNCRNA.3197	I		added	
SPNCRNA.3198	I		added	
SPNCRNA.3199	I		added	
SPNCRNA.32	III	prl32	added_and_changed	
SPNCRNA.3200	I		added	
SPNCRNA.3201	I		added	
SPNCRNA.3202	I		added	
SPNCRNA.3203	I		added	
SPNCRNA.3204	I		added	
SPNCRNA.3205	I		added	
SPNCRNA.3206	I		added	
SPNCRNA.3207	I		added	
SPNCRNA.3208	I		added	
SPNCRNA.3209	I		added	
SPNCRNA.321	II		added_and_changed	
SPNCRNA.3210	I		added	
SPNCRNA.3211	I		added	
SPNCRNA.3212	I		added	
SPNCRNA.3213	I		added	
SPNCRNA.3214	I		added	
SPNCRNA.3215	I		added	
SPNCRNA.3216	I		added	
SPNCRNA.3217	I		added	
SPNCRNA.3218	I		added	
SPNCRNA.3219	I		added	
SPNCRNA.322	II		added_and_changed	
SPNCRNA.3220	I		added	
SPNCRNA.3221	I		added	
SPNCRNA.3222	I		added	
SPNCRNA.3223	I		added	
SPNCRNA.3224	I		added	
SPNCRNA.3225	I		added	
SPNCRNA.3226	I		added	
SPNCRNA.3227	I		added	
SPNCRNA.3228	I		added	
SPNCRNA.3229	I		added	
SPNCRNA.323	II		added_and_changed	
SPNCRNA.3230	I		added	
SPNCRNA.3231	I		added	
SPNCRNA.3232	I		added	
SPNCRNA.3233	I		added	
SPNCRNA.3234	I		added	
SPNCRNA.3235	I		added	
SPNCRNA.3236	I		added	
SPNCRNA.3237	I		added	
SPNCRNA.3238	I		added	
SPNCRNA.3239	I		added	
SPNCRNA.324	II		added_and_changed	
SPNCRNA.3240	I		added	
SPNCRNA.3241	I		added	
SPNCRNA.3242	I		added	
SPNCRNA.3243	I		added	
SPNCRNA.3244	I		added	
SPNCRNA.3245	I		added	
SPNCRNA.3246	I		added	
SPNCRNA.3247	I		added	
SPNCRNA.3248	I		added	
SPNCRNA.3249	I		added	
SPNCRNA.325	II		added_and_changed	
SPNCRNA.3250	I		added	
SPNCRNA.3251	I		added	
SPNCRNA.3252	I		added	
SPNCRNA.3253	I		added	
SPNCRNA.3254	I		added	
SPNCRNA.3255	I		added	
SPNCRNA.3256	I		added	
SPNCRNA.3257	I		added	
SPNCRNA.3258	I		added	
SPNCRNA.3259	I		added	
SPNCRNA.326	I		added_and_changed	
SPNCRNA.3260	I		added	
SPNCRNA.3261	I		added	
SPNCRNA.3262	I		added	
SPNCRNA.3263	I		added	
SPNCRNA.3264	I		added	
SPNCRNA.3265	I		added	
SPNCRNA.3266	I		added	
SPNCRNA.3267	I		added	
SPNCRNA.3268	I		added	
SPNCRNA.3269	I		added	
SPNCRNA.327	II		added_and_changed	
SPNCRNA.3270	I		added	
SPNCRNA.3271	I		added	
SPNCRNA.3272	I		added	
SPNCRNA.3273	I		added	
SPNCRNA.3274	I		added	
SPNCRNA.3275	I		added	
SPNCRNA.3276	I		added	
SPNCRNA.3277	I		added	
SPNCRNA.3278	I		added	
SPNCRNA.3279	I		added	
SPNCRNA.328	II		added_and_changed	
SPNCRNA.3280	I		added	
SPNCRNA.3281	I		added	
SPNCRNA.3282	I		added	
SPNCRNA.3283	I		added	
SPNCRNA.3284	I		added	
SPNCRNA.3285	I		added	
SPNCRNA.3286	I		added	
SPNCRNA.3287	I		added	
SPNCRNA.3288	I		added	
SPNCRNA.3289	I		added	
SPNCRNA.329	II		added_and_changed	
SPNCRNA.3290	I		added	
SPNCRNA.3291	I		added	
SPNCRNA.3292	I		added	
SPNCRNA.3293	I		added	
SPNCRNA.3294	I		added	
SPNCRNA.3295	I		added	
SPNCRNA.3296	I		added	
SPNCRNA.3297	I		added	
SPNCRNA.3298	I		added	
SPNCRNA.3299	I		added	
SPNCRNA.33	III	prl33	added_and_changed	
SPNCRNA.3300	I		added	
SPNCRNA.3301	I		added	
SPNCRNA.3302	I		added	
SPNCRNA.3303	I		added	
SPNCRNA.3304	I		added	
SPNCRNA.3305	I		added	
SPNCRNA.3306	I		added	
SPNCRNA.3307	I		added	
SPNCRNA.3308	I		added	
SPNCRNA.3309	I		added	
SPNCRNA.3310	I		added	
SPNCRNA.3311	I		added	
SPNCRNA.3312	I		added	
SPNCRNA.3313	I		added	
SPNCRNA.3314	I		added	
SPNCRNA.3315	I		added	
SPNCRNA.3316	I		added	
SPNCRNA.3317	I		added	
SPNCRNA.3318	I		added	
SPNCRNA.3319	I		added	
SPNCRNA.332	II		added_and_changed	
SPNCRNA.3320	I		added	
SPNCRNA.3321	I		added	
SPNCRNA.3322	I		added	
SPNCRNA.3323	I		added	
SPNCRNA.3324	I		added	
SPNCRNA.3325	I		added	
SPNCRNA.3326	I		added	
SPNCRNA.3327	I		added	
SPNCRNA.3328	I		added	
SPNCRNA.3329	I		added	
SPNCRNA.333	I		added_and_changed	
SPNCRNA.3330	I		added	
SPNCRNA.3331	I		added	
SPNCRNA.3332	I		added	
SPNCRNA.3333	I		added	
SPNCRNA.3334	I		added	
SPNCRNA.3335	I		added	
SPNCRNA.3336	I		added	
SPNCRNA.3337	I		added	
SPNCRNA.3338	I		added	
SPNCRNA.3339	I		added	
SPNCRNA.334	II		added_changed_and_removed	
SPNCRNA.3340	I		added	
SPNCRNA.3341	I		added	
SPNCRNA.3342	I		added	
SPNCRNA.3343	I		added	
SPNCRNA.3344	I		added	
SPNCRNA.3345	I		added	
SPNCRNA.3346	I		added	
SPNCRNA.3347	I		added	
