systematic_id	chromosome	primary_name	feature_type	category	merged_into	earliest_change	latest_change	latest_coords	comment_addition	reference_addition	comment_removal	reference_removal
SPBC776.14	II	plh1	CDS	changed		2011-03-24	2011-03-24	join(3204448..3205431,3205477..3205546,3205601..3205628,3205673..3205700,3205749..3205832,3205872..3206111,3206153..3206299,3206345..3206551,3206601..3206668,3206717..3206759)				
SPBC776.17	II		CDS	changed		2011-03-24	2011-03-24	join(3211353..3211701,3211750..3212117)				
SPBC800.02	II	whi5	CDS	changed		2009-07-30	2011-03-24	join(253148..253231,253310..253984)				
SPBC83.01	II	ucp8	CDS	changed		2011-03-24	2011-03-24	join(1510581..1510730,1510881..1511004,1511050..1513235,1513334..1513363)				
SPBC83.06c	II		CDS	changed		2011-03-24	2011-03-24	complement(1520212..1520490)				
SPBC83.11	II		CDS	changed		2011-03-24	2011-03-24	join(1529220..1529314,1529377..1530631)				
SPBC839.02	II		CDS	changed		2014-07-04	2014-07-04	597611..599125				
SPBC839.19	II	new20	CDS	added		2011-02-04	2011-02-04	complement(join(604418..604577,604733..604920))		PMID:21270388		
SPBC839.20	II	new14	CDS	added		2011-02-04	2011-02-04	603314..603556		PMID:21270388		
SPBC887.02	II		CDS	changed		2011-03-24	2011-03-24	join(3541262..3541391,3541503..3543352,3543406..3543516)				
SPBC887.04c	II	lub1	CDS	changed		2011-03-24	2011-03-24	complement(join(3546238..3548174,3548220..3548391,3548458..3548505))				
SPBC887.07	II	mrpl38	CDS	changed		2011-03-24	2022-08-25	join(3551348..3551389,3551433..3551490,3551554..3551834)				
SPBC887.14c	II	pfh1	CDS	changed		2025-04-24	2025-04-24	multi-transcript				
SPBC887.22	II	new19	CDS	added		2011-02-04	2011-02-04	join(3537089..3537172,3537218..3537304,3537360..3537425)		PMID:21270388		
SPBC8D2.03c	II		CDS	changed		2003-08-14	2004-09-15	complement(1365412..1365723)				
SPBC8D2.10c	II	rmt3	CDS	changed		2022-08-25	2022-08-25	complement(join(1376341..1377734,1377814..1377909,1378224..1378266))				
SPBC8D2.17	II		CDS	changed		2008-01-23	2008-01-23	join(1390183..1391093,1391147..1391222)				
SPBC8D2.23	II	new15	CDS	added		2011-02-04	2011-02-04	1378510..1378770		PMID:21270388		
SPBC8E4.02c	II	prt2	CDS,ncRNA	changed_and_merged	SPNCRNA.9001	2018-08-04	2018-10-11	4442542..4445970			SPBC8E4.02c replaced by SPNCRNA.9001 (prt2)	PMID:29414789
SPBC8E4.12c	II	ecl3	CDS	added		2009-05-01	2009-05-01	complement(4441340..4441609)		PMID:19352039		
SPBC902.05c	II	idh2	CDS	changed		2011-03-24	2011-03-24	complement(join(492162..492268,492319..493083,493238..493286,493334..493480,493584..493655))				
SPBC947.03c	II	naa38	CDS	changed		2008-01-23	2022-08-25	join(676761..676908,677057..677127)				
SPBC947.10	II	dsc1	CDS	changed		2011-03-04	2011-03-04	complement(join(653091..653363,653432..655246))				
SPBC9B6.06	II	mrpl10	CDS	changed		2011-03-24	2011-03-24	1822936..1823700				
SPBCPT2R1.02	II		CDS	added		2004-09-15	2004-09-15	4510250..4510609				
SPBCPT2R1.03	II		CDS	added		2004-09-15	2004-09-15	4514031..4514420				
SPBCPT2R1.04c	II		CDS	added		2004-09-15	2004-09-15	complement(join(4515501..4515853,4515912..4516401))		PMID:21511999		
SPBCPT2R1.05c	II		CDS	added		2004-09-15	2004-09-15	complement(4517003..4517179)				
SPBCPT2R1.06c	II		CDS	added		2004-09-15	2004-09-15	complement(join(4521572..4521908,4521911..4522191))				
SPBCPT2R1.07c	II		CDS	added_and_changed		2004-09-15	2007-06-20	complement(4523274..4524970)				
SPBCPT2R1.08c	II		CDS	added_and_changed		2004-09-15	2006-02-19	4526885..4532644		PMID:21511999		
SPBCPT2R1.09c	II		CDS	added_changed_and_removed		2006-02-19	2010-09-28	complement(4517649..4519024)			no coding region	PomBase curators
SPBCPT2R1.10	II		CDS	added_and_changed		2006-02-19	2006-09-05	4528025..4528684				
SPBP16F5.03c	II	tra1	CDS	changed		2022-12-26	2022-12-26	complement(1894433..1905418)				
SPBP18G5.02	II		CDS	changed		2011-03-24	2011-03-24	join(2401753..2402237,2402275..2403041,2403138..2403394)				
SPBP19A11.07c	II		CDS	changed		2011-03-24	2011-03-24	complement(join(2868453..2868779,2868820..2868986,2869031..2869250,2869286..2869888,2869941..2870029,2870072..2870193,2870244..2870695,2870733..2870799,2870852..2870871))				
SPBP22H7.07	II		CDS	changed		2002-03-22	2002-03-22	join(1367706..1367781,1367830..1368197)				
SPBP22H7.08	II		CDS	added		2002-03-22	2002-03-22	join(1367707..1367782,1367831..1368198)		PMID:21511999		
SPBP22H7.09c	II	mis15	CDS	changed		2006-02-19	2009-10-23	complement(join(1448815..1449603,1449657..1449790,1449849..1450155))				
SPBP23A10.04	II		CDS	changed		2003-08-14	2003-08-14	join(2002935..2004170,2004215..2004834,2004880..2005069)				
SPBP23A10.07	II	rpa2	CDS	changed		2009-05-01	2009-05-01	2008119..2011643				
SPBP23A10.16	II	sdh4	CDS	changed		2011-03-24	2011-03-24	2036100..2036579				
SPBP23A10.17	II		CDS	added		2011-03-24	2011-03-24	complement(join(2005385..2005715,2005756..2005781))		PMID:21511999		
SPBP35G2.06c	II	nup131	CDS	changed		2008-01-23	2011-03-24	complement(join(973049..974181,974223..974577,974617..975002,975044..975137,975172..976632))				
SPBP35G2.08c	II	air1	CDS	changed		2011-03-24	2011-03-24	complement(join(979529..980152,980208..980309,980359..980580))				
SPBP35G2.14	II		CDS	changed		2011-03-24	2011-03-24	992872..996069				
SPBP35G2.16c	II	ecl2	CDS	added		2009-05-01	2009-05-01	complement(962261..962515)		PMID:19352039		
SPBP35G2.17	II		CDS	added		2011-03-24	2011-03-24	complement(963955..964275)		PMID:21511999		
SPBP4H10.12	II		CDS	changed		2008-01-23	2022-12-12	join(2895800..2895823,2896001..2896459,2896516..2896587)				
SPBP4H10.15	II		CDS	changed		2008-01-23	2011-03-24	join(2903085..2905816,2905857..2905881)				
SPBP8B7.05c	II	nce103	CDS	changed		2011-03-24	2022-08-25	complement(3641216..3641950)				
SPBP8B7.10c	II		CDS	changed		2011-03-24	2011-03-24	complement(join(3650627..3651029,3651174..3651716,3651783..3651820))				
SPBP8B7.31	II		CDS	changed		2011-02-04	2011-02-04	join(3698333..3698414,3698473..3698724,3698800..3698919,3698973..3699037)				
SPBP8B7.32	II		CDS	added		2011-03-24	2011-03-24	3630377..3630601		PMID:21511999		
SPBPB10D8.03	II		CDS	changed		2011-12-14	2011-12-14	87727..89029				
SPBPB21E7.01c	I		CDS	added_and_changed		2003-08-14	2003-08-14	complement(58324..59646)		PMID:21511999		
SPBPB21E7.02c	II		CDS	added_and_changed		2002-09-05	2011-03-24	complement(join(60553..61107,61119..61205))		PMID:21511999		
SPBPB21E7.04c	I		CDS	added_and_changed		2003-08-14	2003-08-14	complement(64669..65514)		PMID:21511999		
SPBPB21E7.05	I		CDS	added_and_changed		2003-08-14	2003-08-14	66842..67225				
SPBPB21E7.06	I		CDS	added_and_changed		2003-08-14	2003-08-14	68355..68852				
SPBPB21E7.07	I		CDS	added_and_changed		2003-08-14	2003-08-14	70204..71094		PMID:30566651		
SPBPB21E7.08	I		CDS	added_and_changed		2003-08-14	2003-08-14	join(72345..72612,72612..73117,73136..73390)		PMID:30566651		
SPBPB21E7.09	I		CDS	added_and_changed		2003-08-14	2003-08-14	76318..77400		PMID:21511999		
SPBPB21E7.10	II		CDS	added_and_changed		2002-09-05	2011-03-24	join(61496..61526,61632..61855)		PMID:21511999		
SPBPB21E7.11	II		CDS	added		2011-03-24	2011-03-24	complement(join(62256..62449,62598..62885,62944..62956))		PMID:21511999		
SPBPB2B2.03c	II		CDS	removed		2010-09-28	2010-09-28	complement(4462609..4464024)			no coding region	PomBase curators
SPBPB2B2.04	II		CDS	removed		2010-09-28	2010-09-28	4464941..4465474			no coding region	PomBase curators
SPBPB2B2.05	II		CDS	changed		2011-03-24	2011-03-24	4466754..4467515				
SPBPB2B2.07c	II		CDS	changed		2007-12-19	2007-12-19	complement(join(4474145..4474403,4474438..4474931))				
SPBPB2B2.18	II		CDS	changed		2008-01-23	2008-01-23	join(4502692..4502725,4502787..4502857,4503068..4503286,4503527..4503664)				
SPBPB8B6.02c	I		CDS	added_and_changed		2003-08-14	2003-08-14	complement(44810..46831)		PMID:21511999		
SPBPB8B6.03	I		CDS	added_and_changed		2003-08-14	2003-08-14	47428..49071				
SPBPB8B6.04c	II	grt1	CDS	added_and_changed		2002-03-22	2019-10-16	complement(join(49143..50910,50953..51062,51113..51181))		PMID:11058086		
SPBPB8B6.05c	I		CDS	added_and_changed		2003-08-14	2003-08-14	complement(54497..55567)		EMBL:AU009839		
SPBPB8B6.06c	I		CDS	added_and_changed		2003-08-14	2003-08-14	complement(55850..56785)		EMBL:AU013227		
SPBPJ4664.05	II		CDS	changed		2008-01-23	2008-01-23	join(705932..706077,706141..706666)				
SPBTRNAALA.07	II		tRNA	added		2002-09-05	2002-09-05	205375..205448				
SPBTRNAALA.08	II		tRNA	added		2002-09-05	2002-09-05	complement(1519932..1520005)				
SPBTRNAALA.09	II		tRNA	added		2002-09-05	2002-09-05	complement(1539039..1539112)				
SPBTRNAALA.10	II		tRNA	added		2002-09-05	2002-09-05	1550501..1550574				
SPBTRNAALA.11	II		tRNA	added		2003-08-14	2003-08-14	complement(1647371..1647444)				
SPBTRNAARG.04	II		tRNA	added		2002-09-05	2002-09-05	complement(246351..246423)				
SPBTRNAARG.05	II		tRNA	added_and_changed		2002-09-05	2011-08-22	complement(join(1160893..1160928,1160959..1160994))				
SPBTRNAARG.06	II		tRNA	added_and_changed		2002-09-05	2012-01-03	1602188..1602260				
SPBTRNAARG.07	II		tRNA	added		2003-08-14	2003-08-14	complement(1649083..1649155)				
SPBTRNAASN.01	II		tRNA	added		2002-09-05	2002-09-05	complement(1517695..1517768)				
SPBTRNAASN.02	II		tRNA	added		2002-09-05	2002-09-05	1952759..1952832				
SPBTRNAASN.03	II		tRNA	added		2002-09-05	2002-09-05	3952342..3952415				
SPBTRNAASN.04	II		tRNA	added		2002-09-05	2002-09-05	complement(4130652..4130725)				
SPBTRNAASP.03	II		tRNA	added_changed_and_merged	SPBTRNAARG.06,SPBTRNAASP.05	2002-09-05	2012-01-03	1602188..1602260				PomBase curators
SPBTRNAASP.04	II		tRNA	added		2002-09-05	2002-09-05	3859826..3859896				
SPBTRNAASP.05	II		tRNA	added		2012-01-03	2012-01-03	1602347..1602417				
SPBTRNAGLN.01	II		tRNA	added		2003-08-14	2003-08-14	258354..258425				
SPBTRNAGLN.02	II		tRNA	added		2003-08-14	2003-08-14	complement(258808..258879)				
SPBTRNAGLN.03	II		tRNA	added		2003-08-14	2003-08-14	complement(259748..259819)				
SPBTRNAGLN.04	II		tRNA	added		2003-08-14	2003-08-14	356820..356891				
SPBTRNAGLU.05	II		tRNA	added		2002-09-05	2002-09-05	740190..740261				
SPBTRNAGLU.06	II		tRNA	added		2002-09-05	2002-09-05	complement(1521190..1521261)				
SPBTRNAGLU.07	II		tRNA	added		2003-08-14	2003-08-14	complement(1648629..1648700)				
SPBTRNAGLU.08	II		tRNA	added		2002-09-05	2002-09-05	4028238..4028309				
SPBTRNAGLY.03	II		tRNA	added		2002-09-05	2002-09-05	complement(100693..100763)				
SPBTRNAGLY.04	II		tRNA	added		2002-09-05	2002-09-05	complement(205088..205158)				
SPBTRNAGLY.05	II		tRNA	added		2002-09-05	2002-09-05	245934..246004				
SPBTRNAGLY.06	II		tRNA	added		2002-09-05	2002-09-05	489855..489925				
SPBTRNAGLY.07	II		tRNA	added		2002-09-05	2002-09-05	complement(1519036..1519106)				
SPBTRNAGLY.08	II		tRNA	added		2003-08-14	2003-08-14	complement(1646475..1646545)				
SPBTRNAGLY.09	II		tRNA	added		2002-09-05	2002-09-05	1990086..1990156				
SPBTRNAHIS.01	II		tRNA	added		2002-09-05	2002-09-05	383937..384008				
SPBTRNAHIS.02	II		tRNA	added		2002-09-05	2002-09-05	880428..880499				
SPBTRNAILE.05	II		tRNA	added		2002-09-05	2002-09-05	1519785..1519858				
SPBTRNAILE.06	II		tRNA	added		2002-09-05	2002-09-05	1538892..1538965				
SPBTRNAILE.07	II		tRNA	added		2002-09-05	2002-09-05	complement(1550648..1550721)				
SPBTRNAILE.08	II		tRNA	added		2003-08-14	2003-08-14	1647224..1647297				
SPBTRNALEU.05	II		tRNA	added_and_changed		2002-09-05	2011-08-22	complement(join(1402444..1402487,1402504..1402541))				
SPBTRNALEU.06	II		tRNA	added_and_changed		2002-09-05	2011-08-22	complement(join(1598745..1598788,1598808..1598845))				
SPBTRNALEU.07	II		tRNA	added_and_changed		2003-08-14	2011-08-22	complement(join(1644083..1644126,1644146..1644183))				
SPBTRNALEU.08	II		tRNA	added		2003-08-14	2003-08-14	complement(2770057..2770135)				
SPBTRNALEU.09	II		tRNA	added_and_changed		2002-09-05	2003-08-14	complement(3210939..3211017)				
SPBTRNALEU.10	II		tRNA	added_and_changed		2002-09-05	2003-08-14	3915843..3915921				
SPBTRNALYS.06	II		tRNA	added		2002-09-05	2002-09-05	complement(522324..522398)				
SPBTRNALYS.07	II		tRNA	added_and_changed		2002-09-05	2011-08-22	join(1599706..1599744,1599752..1599788)				
SPBTRNALYS.08	II		tRNA	added_and_changed		2002-09-05	2011-08-22	join(1645044..1645082,1645091..1645126)				
SPBTRNALYS.09	II		tRNA	added_and_changed		2003-08-14	2011-08-22	join(3814134..3814172,3814181..3814216)				
SPBTRNAMET.04	II		tRNA	added_and_changed		2002-09-05	2020-01-09	join(658451..658488,658496..658531)				
SPBTRNAMET.05	II		tRNA	added_and_changed		2002-09-05	2011-08-22	complement(join(1598075..1598110,1598118..1598155))				
SPBTRNAMET.06	II		tRNA	added		2002-09-05	2002-09-05	complement(2354902..2354973)				
SPBTRNAPHE.03	II		tRNA	added		2002-09-05	2002-09-05	complement(2496975..2497047)				
SPBTRNAPRO.04	II		tRNA	added		2003-08-14	2003-08-14	complement(1827587..1827658)				
SPBTRNAPRO.05	II		tRNA	added		2002-09-05	2002-09-05	1797820..1797891				
SPBTRNAPRO.06	II		tRNA	added		2002-09-05	2002-09-05	2239891..2239962				
SPBTRNAPRO.07	II		tRNA	added_and_changed		2002-09-05	2003-08-14	complement(3281118..3281189)				
SPBTRNAPRO.08	II		tRNA	added		2003-08-14	2003-08-14	complement(3362319..3362390)				
SPBTRNASER.05	II		tRNA	added		2002-09-05	2002-09-05	complement(664453..664534)				
SPBTRNASER.06	II		tRNA	added_and_changed		2002-09-05	2012-02-02	join(3350594..3350634,3350644..3350688)				
SPBTRNATHR.06	II		tRNA	added		2002-09-05	2002-09-05	1423652..1423723				
SPBTRNATHR.07	II		tRNA	added		2002-09-05	2002-09-05	complement(2710974..2711045)				
SPBTRNATRP.02	II		tRNA	added		2002-09-05	2002-09-05	636775..636847				
SPBTRNATRP.03	II		tRNA	added		2002-09-05	2002-09-05	1695459..1695531				
SPBTRNATYR.02	II		tRNA	added_and_changed		2002-09-05	2011-08-22	join(1598511..1598548,1598559..1598594)				
SPBTRNATYR.03	II		tRNA	added_and_changed		2003-08-14	2011-08-22	join(1643849..1643886,1643897..1643932)				
SPBTRNATYR.04	II		tRNA	added_and_changed		2002-09-05	2011-08-22	join(3814558..3814595,3814606..3814641)				
SPBTRNAVAL.05	II		tRNA	added_and_changed		2002-09-05	2011-08-22	complement(join(1600967..1601002,1601012..1601049))				
SPBTRNAVAL.06	II		tRNA	added_and_changed		2002-09-05	2020-01-09	complement(join(1619174..1619209,1619219..1619256))				
SPBTRNAVAL.07	II		tRNA	added_and_changed		2002-09-05	2011-08-22	join(1629159..1629196,1629206..1629241)				
SPBTRNAVAL.08	II		tRNA	added_and_changed		2003-08-14	2011-08-22	complement(join(1646305..1646340,1646350..1646387))				
SPCC1020.11c	III		CDS	changed		2007-11-09	2008-01-23	join(757365..757424,757506..757761,757851..757861)				
SPCC1183.01	III	sec15	CDS	changed		2011-03-24	2011-03-24	join(591852..591884,591925..592086,592134..592253,592353..592791,592832..594290,594342..594435)				
SPCC1183.05c	III	lig4	CDS	changed		2011-03-24	2011-03-24	complement(join(599520..599601,599654..600061,600101..600209,600247..600378,600416..600679,600728..601885,601940..602025,602065..602161,602227..602326,602367..602429,602517..602527,602572..602803))				
SPCC1183.09c	III	pmp31	CDS	changed		2011-03-24	2011-03-24	complement(join(613283..613305,613356..613564,613628..613725))				
SPCC1183.12	III	spo13	CDS	added		2008-04-18	2008-04-18	complement(join(604405..604805,604857..604872))	previously SPNCRNA.546; splice site not spotted because it was outside the coordinate range of the feature|Solexa prediction	PMID:18367542,PMID:18488015		
SPCC1223.10c	III	eaf1	CDS	changed		2006-02-19	2006-12-18	complement(join(1861667..1862158,1862283..1862369,1862535..1862626,1862729..1862813))				
SPCC1223.15c	III	spc19	CDS	added_and_changed		2005-07-05	2006-01-03	complement(join(1847115..1847513,1847563..1847605,1847646..1847662))	DASH complex subunit Spc19	pers. comm. Xiangwei He		
SPCC1235.03	III		CDS	changed		2011-03-24	2011-03-24	join(179039..179065,179105..180586)				
SPCC1235.10c	III	sec6	CDS	changed		2011-03-24	2011-03-24	complement(join(196809..198830,198905..198970,199029..199133,199196..199223,199279..199316))				
SPCC1235.15	III		CDS	changed		2004-09-15	2004-09-15	join(215424..215600,215850..216078,216187..216498,216591..216910)				
SPCC1235.16	III	vma21	CDS	added		2009-05-01	2009-05-01	join(188100..188149,188323..188414,188468..188592)		pers. comm. Juan Mata		
SPCC1235.17	III		CDS	added		2011-03-24	2011-03-24	complement(209313..209765)		PMID:21511999		
SPCC1235.18	III		CDS	added		2011-03-24	2011-03-24	210809..211288		PMID:21511999		
SPCC1259.12c	III	gid1	CDS	changed		2011-03-24	2022-08-25	complement(join(1056598..1056737,1056787..1057191,1057239..1057880,1057925..1058189))				
SPCC1259.16	III		CDS	added		2011-03-24	2011-03-24	complement(join(1044622..1044703,1044757..1044887))		PMID:21511999		
SPCC126.09	III		CDS	changed		2011-03-24	2011-03-24	join(2131761..2131780,2132309..2133458)				
SPCC126.15c	III	sec65	CDS	changed		2011-03-24	2022-08-25	complement(join(2142679..2143055,2143109..2143331))				
SPCC1281.07c	III		CDS	changed		2011-12-14	2011-12-14	complement(1397625..1398638)				
SPCC1322.16	III	phb2	CDS	changed		2011-02-04	2011-02-04	join(1323844..1324147,1324355..1324621,1324678..1324746,1324796..1325022)				
SPCC1393.06c	III		CDS	changed		2008-01-23	2008-01-23	complement(join(804627..805627,805678..805800,805849..805921,805965..806009))				
SPCC1393.14	III		CDS	added		2007-07-23	2007-07-23	complement(819849..820157)	ten1; nuclear telomere cap complex subunit	pers. comm. Paul Russell		
SPCC1442.04c	III		CDS	changed		2009-02-19	2009-08-19	complement(join(1773925..1774233,1774236..1775429))				
SPCC1442.08c	III	cox12	CDS	changed		2008-01-23	2008-01-23	complement(join(1781505..1781563,1781637..1781744,1781830..1781855,1781920..1781935,1781981..1782032))				
SPCC1442.12	III	pps1	CDS	changed		2011-03-24	2011-03-24	join(1789596..1789717,1789805..1790036,1790320..1790683,1790767..1790771)				
SPCC1442.13c	III		CDS	changed		2002-09-05	2007-12-19	complement(1791346..1791909)				
SPCC1442.19	III		CDS	added		2008-05-12	2008-05-12	join(1787290..1787429,1787611..1787878)	Solexa prediction	PMID:18488015		
SPCC1450.08c	III	wtf16	CDS	changed		2011-03-24	2011-03-24	complement(join(1739338..1739444,1739495..1739557,1739598..1739789,1739835..1740047,1740097..1740342,1740510..1740648))				
SPCC1450.09c	III		CDS	changed		2007-12-19	2007-12-19	complement(1741588..1743459)				
SPCC1450.14c	III	ero12	CDS	changed		2008-01-23	2008-01-23	complement(1759295..1760998)				
SPCC1450.15	III		CDS	changed		2011-03-24	2011-03-24	join(1761207..1761248,1761635..1763077)				
SPCC1450.16c	III		CDS	changed		2011-03-24	2011-03-24	complement(join(1763350..1763471,1763523..1765038))				
SPCC1494.02c	III	taf13	CDS	changed		2007-12-19	2007-12-19	complement(join(2318335..2318508,2318579..2318676,2318903..2318966))				
SPCC1494.11c	III	Tf2-13	CDS	changed		2012-06-27	2012-06-27	complement(join(2320320..2322056,2322059..2324320))				
SPCC14G10.01	III		CDS	changed		2003-08-14	2004-09-15	join(741745..741781,741830..742503)				
SPCC1529.01	III		CDS	changed		2007-11-09	2007-11-09	join(237554..237923,237975..238080,238139..238533,238588..239092,239151..239250)				
SPCC162.04c	III	wtf13	CDS	added_and_changed		2003-08-14	2020-09-14	multi-transcript		PMID:28631610,PMID:30475921,PMID:30991417		
SPCC162.05	III	coq3	CDS	changed		2011-03-24	2011-03-24	complement(1578220..1579044)				
