chromosome	systematic_id	primary_name	feature_type	value	date	db_xref_removed	db_xref_added	pombase_reference_removed	pombase_reference_added	pombase_comments_removed	pombase_comments_added	genome_snapshot
I	SPAC4H3.05		5'UTR	3832332..3832774	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.06		5'UTR	3837306..3837430	2022-08-25							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8402
I	SPAC4H3.06		CDS	join(3837431..3837519,3837568..3837751,3837811..3837890,3837940..3838000)	2022-08-25							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8402
I	SPAC4H3.06		CDS	join(3837431..3837519,3837568..3837751,3837811..3837890,3837940..3838000)	2007-03-12							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20070226/
I	SPAC4H3.06		CDS	join(3837449..3837519,3837568..3837751,3837811..3837890,3837940..3838000)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.07c		5'UTR	complement(3839381..3839443)	2023-01-12	EMBL:AU013400						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.07c		CDS	complement(join(3838713..3838770,3838837..3839056,3839106..3839157,3839195..3839380))	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.08		3'UTR	3842442..3842647	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.08		5'UTR	3841498..3841580	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.08		5'UTR	3841540..3841580	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.09		5'UTR	3843366..3843415	2023-01-12	EMBL:AU014451						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.10c		5'UTR	complement(3846543..3846645)	2023-01-12	EMBL:AU014480						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.11c		3'UTR	complement(3848093..3848132)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.11c		5'UTR	complement(3850483..3851006)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4H3.11c		5'UTR	complement(3850485..3850921)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.11c		5'UTR	complement(3850485..3851006)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.12c		3'UTR	complement(3851646..3851913)	2015-12-11							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3176
I	SPAC4H3.12c		CDS	complement(3851914..3852219)	2015-12-11							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3176
I	SPAC4H3.13		3'UTR	3853425..3853536	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.13		5'UTR	3852887..3853080	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.13		5'UTR	3852931..3853080	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.14c		3'UTR	complement(3853592..3853768)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.14c		5'UTR	complement(3854859..3854906)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC4H3.14c		5'UTR	complement(3854861..3854906)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC4H3.14c		5'UTR	complement(3854861..3854963)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC4H3.16		5'UTR	complement(3836037..3836171)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC513.01c		5'UTR	complement(2910230..2910274)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC513.02		3'UTR	2912370..2912426	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC513.02		5'UTR	2911289..2911718	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC513.02		5'UTR	2911657..2911718	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC513.03		5'UTR	complement(2913185..2913270)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC513.05		3'UTR	2918135..2918147	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC513.05		5'UTR	2914463..2914900	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC513.05		5'UTR	2914480..2914900	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC513.06c		3'UTR	complement(2918202..2918361)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC513.06c		5'UTR	complement(2919467..2919743)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC513.06c		5'UTR	complement(2919469..2919743)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC513.06c		5'UTR	complement(2919469..2920279)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC513.07		3'UTR	2922579..2922765	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC513.07		5'UTR	2921063..2921567	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC513.07		5'UTR	2921391..2921567	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC521.02		3'UTR	844085..844097	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC521.02		5'UTR	843197..843232	2022-08-25							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8402
I	SPAC521.02	wss1	CDS	843233..844084	2022-08-25							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8402
I	SPAC521.03		5'UTR	844948..845144	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC521.04c		5'UTR	complement(848977..849480)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC521.05		3'UTR	850123..850146	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC521.05		5'UTR	849421..849519	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC521.05		5'UTR	849486..849519	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.02c		3'UTR	complement(1242076..1242294)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.02c		5'UTR	complement(1242782..1243012)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC56E4.02c		5'UTR	complement(1242784..1243012)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.02c		5'UTR	complement(1242784..1243240)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56E4.03		3'UTR	1245476..1245706	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.03		5'UTR	1243849..1244050	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56E4.03		5'UTR	1243890..1244050	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.04c		3'UTR	complement(1245816..1246094)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.04c	cut6	CDS	complement(join(1246095..1252807,1253430..1253559))	2022-04-03					trim to MET at AA34		https://curation.pombase.org/pombe-embl-repo/trunk/?p=8147
I	SPAC56E4.05		3'UTR	1256228..1256377	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.05		5'UTR	1255324..1255590	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56E4.05		5'UTR	1255497..1255590	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.06c		3'UTR	complement(1256432..1256565)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.06c		5'UTR	complement(1258400..1258686)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC56E4.06c		5'UTR	complement(1258402..1258686)	2011-03-24	PMID:18641648,PMID:20118936	PMID:30566651					https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.06c		5'UTR	complement(1258402..1258787)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56E4.07		3'UTR	1260073..1260227	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56E4.07		5'UTR	1256349..1259364	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56E4.07		5'UTR	1259235..1259364	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.02		3'UTR	1128721..1128995	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.02		5'UTR	1124058..1124166	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.02		5'UTR	1124101..1124166	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.03		3'UTR	1132788..1132845	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.03		5'UTR	1129519..1129547	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.04c	coq2	CDS	complement(1133226..1134302)	2008-01-23			PMID:18488015		Solexa transread data; added 5’ intron/exon		https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20071219/
I	SPAC56F8.04c	ppt1	CDS	complement(join(1133226..1134283,1134332..1134356))	2022-04-03				PMID:18488015		Solexa transread data; added 5’ intron/exon	https://curation.pombase.org/pombe-embl-repo/trunk/?p=8147
I	SPAC56F8.05c		5'UTR	complement(1136004..1136038)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.05c	mug64	CDS	complement(join(1134697..1135061,1135195..1135402,1135517..1135684,1135729..1135776,1135932..1135970,1136111..1136170))	2007-12-19			PMID:18488015		Solexa intron data; revised intron structure/original intron absent from Solexa data. N terminal exon unsupported and had no branch site so exon deleted		https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20071109/
I	SPAC56F8.06c		3'UTR	complement(1136313..1136351)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.06c		5'UTR	complement(1137730..1137906)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC56F8.06c		5'UTR	complement(1137732..1137906)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.06c		5'UTR	complement(1137732..1138046)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.07		misc_feature	join(1139466..1140009,1140049..1140233,1140348..1141142)	2006-02-19							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20060103/
I	SPAC56F8.07		misc_feature	join(1139466..1140009,1140049..1140233,1140348..1141142)	2006-06-26							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20060517/
I	SPAC56F8.07		misc_feature	join(1139466..1140009,1140049..1140233,1140348..1141142)	2006-09-05							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20060701/
I	SPAC56F8.09		5'UTR	1140580..1140620	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.10		3'UTR	1144927..1145223	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.10		5'UTR	1143063..1143114	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.10		5'UTR	1143077..1143114	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.11		3'UTR	1146359..1146598	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.11		5'UTR	1145305..1145541	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.11		5'UTR	1145443..1145541	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.13		5'UTR	1149078..1149910	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.14c		5'UTR	complement(1151251..1152178)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.15		5'UTR	1151431..1152067	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.16		5'UTR	1153572..1154732	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC56F8.16	esc1	3'UTR	1155975..1156443	2011-03-24	EMBL:X69389						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC56F8.16	esc1	5'UTR	1153593..1154732	2011-03-24	EMBL:X69389						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.02		3'UTR	1367174..1367640	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.02		5'UTR	1364749..1364845	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC57A10.02		5'UTR	1364837..1364845	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.03		5'UTR	1368172..1368210	2023-01-12	EMBL:AF337536						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC57A10.04		5'UTR	1370156..1370178	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC57A10.04	mug10	CDS	join(1370197..1370394,1370458..1371276)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.05c		3'UTR	complement(1372813..1373065)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.05c		5'UTR	complement(1374882..1375561)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC57A10.05c		5'UTR	complement(1374884..1375561)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.05c		5'UTR	complement(1374884..1376240)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC57A10.07		3'UTR	1378241..1378420	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.07		5'UTR	1377248..1377304	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC57A10.07		5'UTR	1377265..1377304	2011-03-24	PMID:18641648,PMID:20118936	PMID:30566651					https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.08c		3'UTR	complement(1378369..1378560)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.08c		5'UTR	complement(1379745..1379850)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC57A10.08c		5'UTR	complement(1379747..1379850)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.08c		5'UTR	complement(1379747..1379898)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC57A10.09c		5'UTR	complement(1381537..1381558)	2023-01-12	EMBL:AU009967						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC57A10.10c		3'UTR	complement(1382425..1382541)	2011-03-24	EMBL:AB011371						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC57A10.10c		5'UTR	complement(1383512..1383535)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC57A10.10c		5'UTR	complement(1383514..1383535)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
